1m0a.doma.lsc
Longitude = -70.8049deg Latitude = -30.1674deg
2025-06-18T05:43:35.068 18:47:04.66 20:03:06.464 -71:58:10.32 300.170220685 -71.9303296758 
2025-06-18T05:44:30.746 18:48:00.38 20:03:06.320 -71:58:10.25 300.17016839 -71.9302935669 
2025-06-18T00:40:55.264 13:43:35.28 14:19:08.441 +25:01:51.37 214.496349166 25.136115483 
2025-06-18T02:17:13.891 15:20:09.86 11:40:01.895 -37:55:56.21 174.754444925 -37.7360220435 
2025-06-18T05:53:44.582 18:57:15.57 20:03:05.068 -71:58:10.79 300.170241601 -71.9304073261 
2025-06-18T06:15:55.368 19:19:30.42 20:03:01.903 -71:58:12.55 300.170421833 -71.9303002317 
2025-06-18T06:18:41.368 19:22:17.02 20:03:01.344 -71:58:12.89 300.170225449 -71.930367139 
2025-06-18T06:19:36.810 19:23:12.47 20:03:01.248 -71:58:13.11 300.170257036 -71.9303432834 
2025-06-18T06:33:26.123 19:37:04.04 20:02:59.385 -71:58:13.33 300.17016408 -71.9303582484 
2025-06-18T06:28:49.892 19:32:26.92 20:02:59.969 -71:58:13.22 300.17035939 -71.9303861164 
2025-06-18T07:00:12.079 20:03:54.47 20:02:55.823 -71:58:13.16 300.170388698 -71.9303317041 
2025-06-18T07:01:07.263 20:04:49.77 20:02:55.862 -71:58:12.88 300.170535002 -71.9303125275 
2025-06-18T07:12:11.619 20:15:55.75 20:02:54.456 -71:58:13.28 300.170245915 -71.930369197 
2025-06-18T07:13:07.250 20:16:51.82 20:02:54.317 -71:58:12.93 300.170527588 -71.9303383639 
2025-06-18T07:29:44.631 20:33:31.15 20:02:52.003 -71:58:12.22 300.170617986 -71.9303647462 
2025-06-18T07:47:16.158 20:51:05.99 20:02:49.717 -71:58:10.77 300.170544489 -71.9303222032 
2025-06-18T07:44:30.318 20:48:20.00 20:02:50.106 -71:58:11.04 300.170617285 -71.9303552227 
2025-06-18T07:56:29.223 21:00:20.92 20:02:48.526 -71:58:10.13 300.17060338 -71.9303708137 
2025-06-18T08:15:53.488 21:19:47.84 20:02:46.432 -71:58:07.98 300.170508658 -71.9303344091 
2025-06-18T06:37:07.113 19:40:45.25 20:02:58.868 -71:58:13.35 300.17010848 -71.9303307125 
2025-06-18T06:48:12.318 19:51:52.66 20:02:57.386 -71:58:13.28 300.170272957 -71.9303317095 
2025-06-18T06:58:21.383 20:02:03.26 20:02:56.065 -71:58:13.00 300.170411912 -71.9303528691 
2025-06-18T06:50:58.420 19:54:38.87 20:02:57.044 -71:58:13.25 300.170454399 -71.9303359434 
2025-06-18T06:51:53.851 19:55:34.94 20:02:56.908 -71:58:13.08 300.170255637 -71.9303672654 
2025-06-18T07:19:34.685 20:23:19.82 20:02:53.400 -71:58:12.61 300.170440801 -71.9303257693 
2025-06-18T07:24:12.244 20:27:58.55 20:02:52.703 -71:58:12.40 300.170455233 -71.9303363743 
2025-06-18T07:25:07.878 20:28:53.95 20:02:52.567 -71:58:12.32 300.170611951 -71.9303517481 
2025-06-18T07:54:38.745 20:58:30.15 20:02:48.785 -71:58:10.54 300.170681878 -71.9303603884 
2025-06-18T07:53:43.514 20:57:34.69 20:02:48.838 -71:58:10.41 300.170605171 -71.9303830538 
2025-06-18T08:04:49.355 21:08:42.38 20:02:47.640 -71:58:09.81 300.170662854 -71.9303429987 
2025-06-18T08:01:08.127 21:05:00.45 20:02:48.023 -71:58:10.03 300.170695488 -71.9303018313 
2025-06-18T08:39:52.005 21:43:50.44 20:02:43.968 -71:58:03.60 300.170745652 -71.9302987891 
2025-06-18T06:23:18.142 19:26:54.04 20:03:00.790 -71:58:13.05 300.170257118 -71.9303700577 
2025-06-18T07:09:25.323 20:13:08.85 20:02:54.660 -71:58:12.94 300.170508638 -71.9303587301 
2025-06-18T07:14:57.935 20:18:42.45 20:02:53.919 -71:58:13.20 300.170418114 -71.9303313226 
2025-06-18T07:37:07.743 20:40:55.91 20:02:51.075 -71:58:11.65 300.170466754 -71.9303395522 
2025-06-18T07:38:58.493 20:42:47.36 20:02:50.850 -71:58:11.55 300.170554818 -71.9303400365 
2025-06-18T08:27:52.776 21:31:49.28 20:02:45.315 -71:58:05.83 300.170830881 -71.9303255936 
2025-06-18T08:25:06.981 21:29:03.23 20:02:45.493 -71:58:06.28 300.170749189 -71.9303373927 
2025-06-11T23:07:23.263 11:46:08.62 12:08:07.123 -39:12:56.66 181.716159823 -38.9998210348 
2025-06-15T10:36:13.422 23:28:41.58 23:26:01.107 -40:35:48.59 351.182730315 -40.6836354179 
2025-06-15T08:06:41.098 20:58:44.58 01:24:46.446 -58:44:26.49 20.935798304 -58.8072791658 
2025-06-15T08:09:58.473 21:02:02.72 01:24:46.423 -58:44:27.93 20.93784221 -58.8083515853 
2025-06-15T08:12:23.223 21:04:27.32 01:24:46.167 -58:44:27.26 20.9378395809 -58.8083304439 
2025-06-15T08:33:58.861 21:26:15.95 18:26:10.226 -18:55:39.01 276.199103898 -18.9270443982 
2025-06-11T23:18:53.547 11:57:40.55 09:52:08.226 +27:12:34.50 147.689715722 27.3043009221 
2025-06-11T23:28:33.420 12:07:22.11 10:30:41.292 -24:17:11.82 157.400068993 -24.1077661585 
2025-06-12T00:50:09.483 13:29:11.70 10:36:38.945 -50:40:13.59 158.997663006 -50.4566404647 
2025-06-12T01:26:12.446 14:05:20.50 10:36:36.649 -50:40:02.14 158.997616722 -50.4566093497 
2025-06-12T01:29:24.122 14:08:32.77 10:36:36.455 -50:40:00.89 158.997767431 -50.4566584005 
2025-06-12T01:30:12.573 14:09:21.42 10:36:36.419 -50:40:00.23 158.997667809 -50.4565440218 
2025-06-12T00:39:42.247 13:18:42.41 10:36:39.868 -50:40:16.23 158.997821943 -50.4566760421 
2025-06-12T00:34:08.028 13:13:07.28 10:36:40.305 -50:40:17.24 158.997858883 -50.4565935101 
2025-06-12T00:58:58.844 13:38:02.18 10:36:38.253 -50:40:10.81 158.997709115 -50.4566545261 
2025-06-12T01:20:37.248 13:59:44.57 10:36:37.011 -50:40:04.02 158.997910179 -50.4565467056 
2025-06-12T01:23:48.877 14:02:56.41 10:36:36.829 -50:40:02.98 158.997819801 -50.45659916 
2025-06-11T23:35:23.643 12:14:13.39 10:30:41.052 -24:17:09.78 157.401632177 -24.107561806 
2025-06-12T00:10:12.161 12:49:07.44 10:36:42.903 -50:40:21.59 158.997805198 -50.4565924596 
2025-06-12T01:02:59.218 13:42:02.96 10:36:37.965 -50:40:10.03 158.997913785 -50.4566228826 
2025-06-12T01:18:13.342 13:57:20.05 10:36:37.105 -50:40:04.65 158.997718422 -50.4566470053 
2025-06-12T01:11:49.323 13:50:54.72 10:36:37.231 -50:40:08.30 158.997733974 -50.4566564386 
2025-06-12T01:13:25.278 13:52:31.03 10:36:37.057 -50:40:07.83 158.997623682 -50.4566952515 
2025-06-12T03:29:15.900 16:08:44.00 15:41:34.833 -32:57:57.20 235.01192126 -32.8153570197 
2025-06-11T23:30:43.321 12:09:32.26 10:30:41.215 -24:17:11.18 157.400208265 -24.1077889183 
2025-06-11T23:32:23.592 12:11:12.88 10:30:41.156 -24:17:10.68 157.400602903 -24.107753515 
2025-06-11T23:58:13.269 12:37:06.63 10:36:44.235 -50:40:21.73 158.997842245 -50.4566867429 
2025-06-12T00:47:44.505 13:26:46.29 10:36:39.104 -50:40:13.94 158.99777291 -50.4566617531 
2025-06-12T00:46:05.223 13:25:06.32 10:36:39.261 -50:40:14.48 158.997811561 -50.4566887749 
2025-06-12T01:05:22.334 13:44:26.62 10:36:37.687 -50:40:09.85 158.997759434 -50.4566716302 
2025-06-12T01:07:50.767 13:46:55.57 10:36:37.436 -50:40:09.51 158.997800346 -50.4566280034 
2025-06-12T01:03:46.651 13:42:50.41 10:36:37.895 -50:40:09.76 158.997855015 -50.4566385485 
2025-06-12T01:35:00.243 14:14:09.48 10:36:36.184 -50:39:58.96 158.9977058 -50.4565357667 
2025-06-17T08:40:06.182 21:40:08.27 23:40:35.382 +05:36:36.63 354.796187891 5.48496655299 
2025-06-17T09:55:26.681 22:55:40.91 03:00:55.501 -32:08:09.52 44.9394530172 -32.1866245473 
2025-06-17T10:08:24.204 23:08:40.94 03:00:55.379 -32:08:13.34 44.943173549 -32.1877665617 
2025-06-17T09:48:59.398 22:49:12.58 03:00:55.378 -32:08:06.99 44.9360354134 -32.1857511752 
2025-06-17T09:31:20.779 22:31:31.01 19:55:20.827 -52:36:51.91 298.427145679 -52.6030424939 
2025-06-17T09:34:04.298 22:34:14.98 03:00:55.764 -32:08:03.51 44.9300443571 -32.1842928568 
2025-06-17T08:51:17.085 21:51:20.51 23:40:34.792 +05:36:35.49 354.7999902 5.48430130667 
2025-06-16T22:53:32.621 11:51:58.54 12:47:57.269 +02:13:29.59 191.653182326 2.38387422602 
2025-06-16T23:25:55.941 12:24:27.16 11:40:17.220 -29:11:14.11 174.779251186 -28.9872694554 
2025-06-16T23:14:27.588 12:12:56.91 12:47:55.837 +02:13:30.28 191.658736565 2.38384977838 
2025-06-16T23:10:23.248 12:08:51.42 12:47:56.146 +02:13:30.17 191.658131518 2.38389165274 
2025-06-18T06:17:46.028 19:21:21.03 20:03:01.565 -71:58:12.73 300.170435537 -71.9304094254 
2025-06-18T07:30:39.981 20:34:27.14 20:02:51.867 -71:58:11.89 300.170534724 -71.9303627717 
2025-06-18T07:32:30.633 20:36:17.80 20:02:51.619 -71:58:12.01 300.170452737 -71.930359406 
2025-06-18T08:50:01.524 21:54:02.01 20:02:42.850 -71:58:01.92 300.170835869 -71.9303559346 
2025-06-18T08:51:52.393 21:55:53.17 20:02:42.750 -71:58:01.24 300.170648993 -71.9303262708 
2025-06-18T08:52:47.627 21:56:48.05 20:02:42.805 -71:58:00.87 300.17080341 -71.9303312166 
2025-06-18T09:40:45.655 22:44:54.29 20:02:38.308 -71:57:50.46 300.170806894 -71.9303812248 
2025-06-18T10:21:42.816 23:25:57.94 20:26:21.023 -23:00:29.33 306.250785601 -23.0541374471 
2025-06-18T10:24:28.291 23:28:43.88 20:26:20.815 -23:00:28.81 306.250769664 -23.0541318123 
2025-06-18T10:34:00.779 23:38:17.88 20:26:20.037 -23:00:27.25 306.250641894 -23.0542050709 
2025-06-18T10:14:52.364 23:19:06.54 20:02:36.075 -71:57:41.60 300.170623634 -71.9303934608 
2025-06-18T05:27:50.756 18:31:17.95 20:03:08.748 -71:58:09.69 300.170194744 -71.9303315616 
2025-06-18T06:04:50.459 19:08:23.52 20:03:03.425 -71:58:11.90 300.170287344 -71.9303575166 
2025-06-18T07:04:48.380 20:08:31.13 20:02:55.269 -71:58:13.23 300.170439712 -71.9303484395 
2025-06-18T07:26:03.214 20:29:49.62 20:02:52.437 -71:58:12.30 300.170399857 -71.9303832497 
2025-06-18T08:05:44.815 21:09:37.68 20:02:47.445 -71:58:09.65 300.170537618 -71.9303672847 
2025-06-18T08:06:40.167 21:10:33.06 20:02:47.410 -71:58:09.44 300.170580229 -71.9303968528 
2025-06-18T08:08:31.241 21:12:24.44 20:02:47.187 -71:58:08.96 300.170668175 -71.9303670112 
2025-06-18T08:09:26.561 21:13:19.94 20:02:47.129 -71:58:08.97 300.170605693 -71.9303480237 
2025-06-18T04:57:23.705 18:00:46.04 20:03:13.302 -71:58:07.51 300.17022456 -71.9303313822 
2025-06-18T04:58:18.957 18:01:41.06 20:03:13.163 -71:58:07.57 300.170253605 -71.9303257786 
2025-06-18T06:02:59.475 19:06:32.26 20:03:03.706 -71:58:12.02 300.170194982 -71.9303362748 
2025-06-18T05:55:35.273 18:59:07.14 20:03:04.776 -71:58:11.23 300.170094289 -71.9303504388 
2025-06-18T05:54:39.844 18:58:11.51 20:03:04.911 -71:58:11.42 300.1700502 -71.9303441048 
2025-06-18T07:08:30.102 20:12:13.46 20:02:54.755 -71:58:13.43 300.1703106 -71.9304056128 
2025-06-18T07:07:34.668 20:11:18.00 20:02:54.911 -71:58:12.96 300.170408043 -71.9303144655 
2025-06-18T08:02:03.459 21:05:56.10 20:02:47.865 -71:58:10.00 300.170697427 -71.9303378591 
2025-06-18T08:46:19.754 21:50:19.65 20:02:43.322 -71:58:02.68 300.170628986 -71.9303759917 
2025-06-18T08:56:28.799 22:00:30.31 20:02:42.416 -71:57:59.69 300.170821811 -71.9303047337 
2025-06-18T09:25:59.917 22:30:06.34 20:02:39.531 -71:57:53.22 300.170634226 -71.9303277543 
2025-06-18T09:28:46.273 22:32:52.83 20:02:39.331 -71:57:52.83 300.170784785 -71.9303418615 
2025-06-18T07:20:29.900 20:24:15.27 20:02:53.193 -71:58:12.41 300.170244004 -71.9303528184 
2025-06-18T07:22:21.466 20:26:07.01 20:02:52.977 -71:58:12.32 300.170476481 -71.9303790182 
2025-06-18T08:29:43.410 21:33:40.36 20:02:45.053 -71:58:05.17 300.170678019 -71.9302909332 
2025-06-18T09:36:08.762 22:40:16.62 20:02:38.810 -71:57:51.14 300.170647751 -71.9303814709 
2025-06-18T09:37:59.815 22:42:08.16 20:02:38.582 -71:57:50.95 300.170877807 -71.9303606286 
2025-06-18T09:39:50.426 22:43:58.70 20:02:38.483 -71:57:50.47 300.170841758 -71.9303470281 
2025-06-18T05:12:10.029 18:15:34.75 20:03:10.984 -71:58:08.41 300.170140242 -71.9303522285 
2025-06-18T05:05:42.306 18:09:05.77 20:03:11.950 -71:58:07.86 300.170156502 -71.930354723 
2025-06-18T05:07:33.262 18:10:56.90 20:03:11.676 -71:58:08.22 300.170209164 -71.9303353583 
2025-06-18T07:02:02.601 20:05:45.22 20:02:55.601 -71:58:13.13 300.170386589 -71.9303647535 
2025-06-18T07:52:48.080 20:56:39.10 20:02:49.057 -71:58:10.53 300.170805986 -71.9303145259 
2025-06-18T08:35:15.222 21:39:12.80 20:02:44.459 -71:58:04.50 300.170666817 -71.930365034 
2025-06-18T08:38:56.776 21:42:54.95 20:02:44.017 -71:58:04.37 300.170529294 -71.9303872089 
2025-06-18T08:33:24.729 21:37:21.96 20:02:44.634 -71:58:04.63 300.170788714 -71.9303594903 
2025-06-18T09:31:32.185 22:35:38.95 20:02:39.205 -71:57:52.53 300.170658327 -71.9303107952 
2025-06-18T09:33:22.853 22:37:30.51 20:02:39.012 -71:57:52.17 300.170869588 -71.9303308007 
2025-06-18T04:40:47.064 17:44:06.26 20:03:15.848 -71:58:08.51 300.170202661 -71.9303616292 
2025-06-18T05:34:18.695 18:37:46.84 20:03:07.809 -71:58:09.80 300.170168496 -71.9303304809 
2025-06-18T05:35:14.055 18:38:42.18 20:03:07.627 -71:58:09.87 300.170055365 -71.930343759 
2025-06-18T05:30:37.280 18:34:04.56 20:03:08.420 -71:58:09.38 300.170130652 -71.9303525108 
2025-06-18T07:49:06.840 20:52:56.77 20:02:49.526 -71:58:10.29 300.170657614 -71.930339373 
2025-06-18T08:21:25.542 21:25:20.97 20:02:45.904 -71:58:06.96 300.170636358 -71.9303366503 
2025-06-18T09:04:46.378 22:08:49.01 20:02:41.585 -71:57:58.18 300.170558313 -71.930310417 
2025-06-18T05:41:44.102 18:45:13.34 20:03:06.742 -71:58:10.19 300.170208544 -71.9303441079 
2025-06-18T06:29:45.242 19:33:22.67 20:02:59.865 -71:58:13.06 300.170329231 -71.9303753525 
2025-06-18T06:26:59.394 19:30:36.41 20:03:00.320 -71:58:12.82 300.170464565 -71.9303496675 
2025-06-18T07:43:34.869 20:47:23.95 20:02:50.182 -71:58:11.27 300.170530031 -71.9303348876 
2025-06-18T08:16:49.020 21:20:43.65 20:02:46.358 -71:58:07.59 300.170631857 -71.9303562421 
2025-06-18T08:18:39.887 21:22:35.01 20:02:46.151 -71:58:07.31 300.17069762 -71.9302732999 
2025-06-18T08:14:02.940 21:17:57.23 20:02:46.700 -71:58:08.11 300.170670142 -71.9303114207 
2025-06-18T09:14:55.636 22:19:00.18 20:02:40.545 -71:57:56.17 300.170686404 -71.9303469418 
2025-06-18T09:16:46.666 22:20:51.36 20:02:40.427 -71:57:55.34 300.170784208 -71.9303787293 
2025-06-18T05:02:55.829 18:06:18.78 20:03:12.382 -71:58:07.61 300.170021838 -71.9303197836 
2025-06-18T05:22:18.969 18:25:45.27 20:03:09.549 -71:58:09.06 300.170180659 -71.930356069 
2025-06-18T05:50:58.503 18:54:29.60 20:03:05.413 -71:58:10.75 300.170122218 -71.9303533622 
2025-06-18T05:50:03.274 18:53:33.98 20:03:05.550 -71:58:10.54 300.170054333 -71.9303312577 
2025-06-18T07:57:24.869 21:01:16.57 20:02:48.439 -71:58:10.21 300.170731107 -71.9303835945 
2025-06-18T07:58:21.824 21:02:13.82 20:02:48.296 -71:58:10.06 300.170537743 -71.9303282855 
2025-06-18T08:43:33.765 21:47:32.79 20:02:43.570 -71:58:03.24 300.170649851 -71.9303489632 
2025-06-11T22:52:02.629 11:30:45.55 09:52:07.785 +27:12:25.16 147.683695708 27.304061401 
2025-06-11T23:53:24.741 12:32:17.48 10:36:44.855 -50:40:22.08 158.997919535 -50.456688542 
2025-06-12T00:02:13.201 12:41:07.15 10:36:43.795 -50:40:21.59 158.99783763 -50.4566544099 
2025-06-11T23:55:49.497 12:34:42.35 10:36:44.572 -50:40:21.81 158.997860981 -50.456612459 
2025-06-11T23:59:01.497 12:37:55.06 10:36:44.103 -50:40:21.84 158.997681935 -50.4565929375 
2025-06-12T00:42:05.847 13:21:06.37 10:36:39.594 -50:40:15.49 158.997720915 -50.4566245001 
2025-06-12T00:44:29.694 13:23:30.92 10:36:39.376 -50:40:15.06 158.997832291 -50.4566847916 
2025-06-12T00:40:30.710 13:19:31.02 10:36:39.734 -50:40:15.92 158.997751003 -50.4566331645 
2025-06-12T01:24:36.461 14:03:44.44 10:36:36.739 -50:40:02.68 158.997674936 -50.4566197343 
2025-06-12T01:25:25.041 14:04:33.04 10:36:36.676 -50:40:02.41 158.997696647 -50.456610071 
2025-06-12T01:36:36.045 14:15:45.51 10:36:36.093 -50:39:58.41 158.997589982 -50.4565670147 
2025-06-12T01:38:11.555 14:17:21.29 10:36:36.077 -50:39:58.80 158.997755047 -50.4566011208 
2025-06-12T01:34:11.915 14:13:21.35 10:36:36.216 -50:39:58.85 158.99770858 -50.4566235496 
2025-06-12T01:41:24.461 14:20:34.69 10:36:35.853 -50:39:57.62 158.99771792 -50.4565669332 
2025-06-11T22:47:20.362 11:26:02.47 09:52:07.847 +27:12:23.67 147.681566406 27.3038494484 
2025-06-11T23:10:55.090 11:49:41.07 09:52:08.310 +27:12:31.65 147.686020659 27.3031021005 
2025-06-11T23:36:49.178 12:15:39.11 10:30:41.004 -24:17:09.34 157.402148205 -24.1074302027 
2025-06-12T00:07:00.672 12:45:55.78 10:36:43.280 -50:40:21.49 158.997918356 -50.4566302085 
2025-06-12T00:05:25.160 12:44:19.58 10:36:43.443 -50:40:21.22 158.997799771 -50.4566339108 
2025-06-12T00:11:47.775 12:50:43.45 10:36:42.678 -50:40:20.98 158.997816031 -50.45662581 
2025-06-12T00:35:43.154 13:14:42.65 10:36:40.159 -50:40:16.40 158.997833525 -50.4565778101 
2025-06-12T00:55:46.288 13:34:49.41 10:36:38.455 -50:40:11.62 158.997831191 -50.4566634523 
2025-06-12T00:56:35.253 13:35:38.62 10:36:38.452 -50:40:11.27 158.99786243 -50.4566304248 
2025-06-12T00:58:11.373 13:37:14.65 10:36:38.361 -50:40:11.35 158.997906286 -50.4566856767 
2025-06-12T01:02:10.890 13:41:15.11 10:36:38.008 -50:40:09.82 158.997622546 -50.4566200228 
2025-06-18T00:21:29.374 13:24:05.97 12:26:32.501 -38:12:48.03 186.346749636 -38.0004486594 
2025-06-18T01:00:45.927 14:03:29.31 12:32:52.564 +03:46:26.36 187.905842525 3.92753553143 
2025-06-18T01:40:03.092 14:42:52.82 10:30:32.807 -24:16:22.98 157.383952904 -24.1086627169 
2025-06-18T01:44:44.436 14:47:34.63 10:30:32.130 -24:16:23.50 157.383683456 -24.1086200839 
2025-06-18T01:49:51.684 14:52:42.62 10:30:31.464 -24:16:23.09 157.383668434 -24.1085977221 
2025-06-18T02:10:52.463 15:13:47.23 15:27:15.387 -36:09:39.01 231.417133163 -36.0019355732 
2025-06-18T02:14:10.526 15:17:05.69 11:40:02.103 -37:55:57.14 174.753483746 -37.7363109762 
2025-06-18T02:25:39.148 15:28:36.14 11:40:01.576 -37:55:52.43 174.757316194 -37.7348792942 
2025-06-18T02:27:45.298 15:30:42.69 11:40:01.475 -37:55:51.56 174.758051219 -37.7346142849 
2025-06-18T02:33:42.685 15:36:41.16 11:40:01.182 -37:55:49.08 174.759393507 -37.7344708208 
2025-06-15T08:16:03.702 21:08:08.97 01:24:46.258 -58:44:29.55 20.9407386024 -58.8090736143 
2025-06-15T08:33:36.807 21:25:53.33 18:26:10.295 -18:55:39.07 276.199138568 -18.9269913985 
2025-06-15T10:32:59.251 23:25:26.48 23:04:18.353 -31:34:46.83 345.749527706 -31.672086819 
2025-06-16T22:50:23.597 11:48:48.80 12:47:57.472 +02:13:29.54 191.652170042 2.38390928424 
2025-06-17T10:24:25.911 23:24:44.91 23:01:32.035 -63:55:46.68 345.077355659 -63.9702722124 
2025-06-17T08:31:27.238 21:31:28.06 21:13:05.071 -29:17:31.08 317.906455826 -29.3364332049 
2025-06-16T23:08:57.649 12:07:25.92 12:47:56.288 +02:13:30.15 191.658133259 2.38390642202 
2025-06-16T23:04:07.297 12:02:35.02 12:47:56.510 +02:13:29.82 191.656309723 2.38386292018 
2025-06-18T04:37:05.655 17:40:23.92 20:03:16.372 -71:58:08.97 300.170358071 -71.9303295572 
2025-06-18T04:38:01.003 17:41:20.10 20:03:16.250 -71:58:08.99 300.170370426 -71.9303648624 
2025-06-18T04:39:51.539 17:43:10.57 20:03:15.940 -71:58:08.47 300.170179937 -71.9303355809 
2025-06-18T05:46:21.315 18:49:51.08 20:03:06.105 -71:58:10.24 300.170242232 -71.9303443897 
2025-06-18T06:01:08.582 19:04:41.01 20:03:03.974 -71:58:11.47 300.170222134 -71.9302956756 
2025-06-18T06:08:31.445 19:12:05.03 20:03:02.910 -71:58:12.20 300.170161463 -71.9304264314 
2025-06-18T01:48:41.375 14:51:32.56 10:30:31.607 -24:16:23.08 157.383703129 -24.1086093604 
2025-06-18T05:21:23.533 18:24:49.22 20:03:09.676 -71:58:08.90 300.170209039 -71.9303426 
2025-06-18T05:23:14.297 18:26:40.33 20:03:09.430 -71:58:09.29 300.170323648 -71.9303200219 
2025-06-18T05:24:09.628 18:27:36.03 20:03:09.247 -71:58:09.24 300.170180223 -71.9303218309 
2025-06-18T06:14:04.082 19:17:38.58 20:03:02.096 -71:58:12.40 300.170377733 -71.9303755189 
2025-06-18T05:06:37.672 18:10:01.27 20:03:11.848 -71:58:07.85 300.170246917 -71.9303333652 
2025-06-18T05:51:53.923 18:55:24.76 20:03:05.232 -71:58:10.85 300.170158484 -71.9303645597 
2025-06-18T05:58:21.742 19:01:53.63 20:03:04.394 -71:58:11.48 300.170245551 -71.9303562023 
2025-06-18T00:00:54.834 13:03:28.14 13:20:54.022 -29:08:36.12 199.882922389 -28.9457582124 
2025-06-18T05:25:04.853 18:28:31.33 20:03:09.184 -71:58:09.01 300.170185709 -71.9303541627 
2025-06-18T05:31:32.623 18:35:00.49 20:03:08.208 -71:58:09.52 300.170194882 -71.930346343 
2025-06-18T01:46:04.838 14:48:55.62 10:30:31.919 -24:16:23.29 157.383628888 -24.1086014702 
2025-06-18T02:26:34.594 15:29:31.90 11:40:01.495 -37:55:52.13 174.757329381 -37.7348584294 
2025-06-18T02:28:40.925 15:31:38.60 11:40:01.410 -37:55:51.04 174.758102259 -37.7345765558 
2025-06-18T04:46:19.360 17:49:39.77 20:03:14.938 -71:58:07.56 300.170217537 -71.9303377296 
2025-06-18T04:44:28.640 17:47:48.84 20:03:15.180 -71:58:07.75 300.170140201 -71.9303128419 
2025-06-18T05:37:59.963 18:41:28.42 20:03:07.270 -71:58:10.43 300.170053111 -71.9303572325 
2025-06-18T02:16:18.546 15:19:14.30 11:40:02.008 -37:55:56.27 174.754443434 -37.7360367566 
2025-06-18T05:15:51.201 18:19:16.21 20:03:10.424 -71:58:08.51 300.170196599 -71.9303567047 
2025-06-18T05:16:46.442 18:20:11.61 20:03:10.291 -71:58:08.84 300.170158927 -71.930309663 
2025-06-18T05:18:37.226 18:22:02.81 20:03:10.072 -71:58:08.88 300.170153087 -71.9303169877 
2025-06-18T06:09:26.779 19:13:00.84 20:03:02.799 -71:58:12.37 300.170252298 -71.9302946804 
2025-06-18T06:12:12.988 19:15:47.26 20:03:02.263 -71:58:12.01 300.170224178 -71.930340839 
2025-06-18T06:13:08.739 19:16:43.46 20:03:02.224 -71:58:12.53 300.170264143 -71.9303457036 
2025-06-18T05:48:11.991 18:51:42.66 20:03:05.809 -71:58:10.54 300.170185195 -71.9303698721 
2025-06-18T05:49:07.320 18:52:38.12 20:03:05.594 -71:58:10.31 300.170186773 -71.9303815622 
2025-06-18T00:29:28.744 13:32:07.04 14:19:09.006 +25:01:50.84 214.492175963 25.1360298952 
2025-06-18T00:31:53.595 13:34:32.22 14:19:08.651 +25:01:51.07 214.492169354 25.1360400006 
2025-06-18T00:36:44.471 13:39:23.41 14:19:08.646 +25:01:51.14 214.495142327 25.1362772471 
2025-06-18T00:37:40.031 13:40:19.09 14:19:08.538 +25:01:51.01 214.495124801 25.1362466915 
2025-06-18T00:38:49.625 13:41:29.23 14:19:08.543 +25:01:51.25 214.495838071 25.1361094722 
2025-06-18T02:32:00.664 15:34:58.90 11:40:01.203 -37:55:49.74 174.758704323 -37.734508955 
2025-06-18T05:01:04.936 18:04:27.42 20:03:12.713 -71:58:07.84 300.170285829 -71.9303451044 
2025-06-18T06:45:26.083 19:49:05.85 20:02:57.783 -71:58:13.34 300.170300102 -71.9303807648 
2025-06-18T06:50:02.975 19:53:43.33 20:02:57.093 -71:58:12.91 300.170397379 -71.9303214489 
